3.455423,0,-0.005547404,0
10.64555,0,5.843788,0
3.760397,0,-0.598675,0
3.396689,0,4.074131,1
9.525379,0,7.317857,0
7.454768,0,2.027774,0
0.8634,0,-0.7109834,0
10.76935,0,7.683087,0
7.499591,0,2.816752,0
-0.1012297,0,1.273844,0
4.115677,0,1.949339,1
2.527417,0,5.425189,0
10.68019,0,6.962475,0
1.171575,0,7.55856,0
5.6518,0,4.22791,1
5.542336,0,4.129828,1
3.196347,0,4.183874,0
7.647593,0,-0.3421228,0
-0.3679585,0,4.59564,0
7.578213,0,-0.295226,0
4.312703,0,5.723994,0
0.3647809,0,1.900563,1
1.787716,0,4.178746,0
3.10159,0,5.437884,0
10.31205,0,7.047795,0
-0.4693947,0,-0.6913121,0
2.547377,0,7.236371,0
7.011634,0,4.695012,0
2.146674,0,2.349362,1
2.495147,0,3.500625,0
1.544989,0,2.539606,1
1.971267,0,3.161649,0
6.876229,0,2.950804,0
4.576309,0,5.329408,1
8.381924,0,3.4288,0
4.794286,0,4.670855,1
3.891191,0,1.837638,1
10.67809,0,-0.8798521,0
8.247525,0,1.982522,0
-0.400723,0,6.959871,0
0.6835332,0,3.189674,1
8.326843,0,5.626109,1
4.552395,0,2.773845,1
3.761531,0,3.358068,1
1.412516,0,0.04854524,0
-0.3346705,0,6.324236,0
3.363636,0,4.822131,0
9.883137,0,0.5636109,1
1.350727,0,0.4819881,0
10.97077,0,7.959523,0
3.395473,0,4.503703,0
1.27199,0,1.93679,1
-0.6706448,0,4.951551,0
4.892128,0,5.087014,1
8.668538,0,2.994192,0
9.406825,0,3.563375,0
1.970137,0,3.872286,0
1.824286,0,1.239309,1
9.130573,0,5.542907,1
8.800332,0,3.763453,0
6.497952,0,1.248906,0
3.00863,0,2.070467,1
3.786995,0,2.591864,1
8.610365,0,5.224494,1
9.182178,0,1.352696,1
0.1340895,0,3.925314,0
4.229035,0,7.098062,0
9.331539,0,7.163652,0
9.927191,0,4.043824,1
7.072536,0,5.143658,1
10.8122,0,2.335861,0
2.724106,0,-0.2561601,0
4.454708,0,0.5133388,0
0.8541288,0,5.939814,0
1.366887,0,-0.8660644,0
3.976039,0,-0.07275498,0
0.9007077,0,2.553224,1
4.640583,0,5.255415,1
5.303688,0,3.501118,1
1.926264,0,-0.118241,0
7.005995,0,7.999118,0
7.879975,0,0.06347871,1
8.235785,0,-0.8946053,0
5.217253,0,0.7792058,0
2.329219,0,6.528928,0
4.15888,0,-0.05170286,0
1.614639,0,3.018947,0
10.44381,0,6.843437,0
3.650782,0,-0.7578427,0
